Age,BodyweightKg,Place,Dots,Wilks,Glossbrenner,Goodlift,bestSquat/bodyWeight,bestBench/bodyWeight,bestDeadlift/bodyWeight,totalKg/bodyWeight
23.0,73.8,1,398.71,396.38,383.27,80.86,2.57,1.96,2.91,7.45
23.0,72.1,2,217.17,216.22,209.28,43.9,1.46,1.07,1.56,4.09
26.0,72.5,1,300.72,299.3,289.61,60.84,1.97,1.17,2.52,5.66
28.0,79.3,2,327.51,324.38,312.67,66.94,2.27,1.29,2.4,5.96
30.0,80.9,1,399.04,394.9,380.31,81.69,2.35,1.73,3.12,7.2
28.0,87.7,2,299.77,296.04,284.05,61.61,1.82,1.4,2.0,5.22
29.0,85.3,1,453.85,448.42,430.81,93.19,2.81,1.85,3.34,8.0
21.0,99.0,1,299.84,296.37,283.12,61.56,1.62,1.26,2.02,4.9
62.0,94.9,1,340.3,336.06,321.4,69.95,1.95,1.53,2.21,5.69
25.0,102.1,1,408.76,404.47,386.22,83.81,2.23,1.49,2.84,6.56
23.0,124.9,1,421.77,424.03,405.82,85.01,2.04,1.63,2.28,5.96
29.0,111.6,1,353.45,351.57,336.17,72.03,1.77,1.25,2.35,5.38
70.0,116.4,1,217.61,217.21,208.0,44.18,1.07,1.29,0.86,3.22
38.0,153.2,1,391.7,404.08,381.22,77.13,1.66,1.21,1.91,4.78
24.0,55.1,1,261.06,265.94,260.99,49.35,1.77,1.18,2.27,5.22
41.0,77.6,1,380.99,377.72,364.44,77.71,2.48,1.71,2.8,6.99
41.0,77.6,1,380.99,377.72,364.44,77.71,2.48,1.71,2.8,6.99
48.0,94.7,1,370.6,365.97,350.04,76.18,2.06,1.5,2.64,6.2
54.0,67.0,1,331.28,331.58,321.98,66.11,2.09,1.64,2.65,6.38
54.0,67.0,1,331.28,331.58,321.98,66.11,2.09,1.64,2.65,6.38
60.0,74.2,1,299.79,297.95,288.02,60.84,1.99,1.38,2.22,5.59
22.0,107.7,1,416.76,413.52,395.02,85.17,2.11,1.42,2.95,6.48
39.0,97.9,1,377.43,372.95,356.36,77.53,2.12,1.48,2.6,6.21
15.0,59.8,1,232.75,235.26,229.77,45.18,1.51,1.13,1.96,4.6
14.0,91.7,1,222.61,219.78,210.47,45.77,1.12,1.04,1.64,3.79
15.0,93.8,2,177.42,175.19,167.62,36.48,0.67,0.61,1.71,2.99
16.0,70.4,1,293.67,292.86,283.74,59.14,2.1,1.1,2.38,5.58
16.0,77.1,1,213.29,211.53,204.14,43.48,1.33,0.75,1.85,3.92
17.0,88.0,1,289.43,285.81,274.2,59.48,1.73,1.08,2.22,5.03
16.0,119.1,1,264.85,264.93,253.85,53.65,1.47,0.76,1.64,3.86
19.0,83.7,1,280.53,277.31,266.65,57.55,1.64,1.16,2.18,4.99
9.0,46.9,1,220.28,228.01,225.74,38.85,1.49,0.96,1.97,4.42
12.0,37.71,1,197.02,206.99,205.28,32.61,1.33,0.8,1.99,4.11
18.0,66.77,1,268.02,268.34,260.61,53.45,1.54,1.27,2.36,5.17
38.0,62.05,1,199.21,200.68,195.61,39.06,1.01,0.97,1.93,3.91
31.0,74.0,1,435.28,432.67,418.3,88.31,2.7,1.93,3.5,8.13
18.0,75.8,1,309.98,307.7,297.18,63.07,2.04,1.29,2.41,5.74
34.0,72.94,1,349.56,347.77,336.43,70.78,2.19,1.86,2.5,6.56
44.0,74.84,1,199.36,198.03,191.36,40.5,1.2,0.77,1.74,3.71
17.0,89.54,1,265.79,262.43,251.57,54.64,1.68,1.23,1.68,4.58
25.0,96.16,1,382.07,377.39,360.78,78.52,2.08,1.69,2.57,6.34
20.0,97.98,1,411.45,406.58,388.49,84.51,2.55,1.4,2.81,6.76
28.0,97.61,1,360.83,356.52,340.68,74.12,2.07,1.41,2.46,5.94
36.0,156.67,1,320.28,331.31,311.68,62.92,1.45,0.75,1.64,3.85
50.0,154.27,1,353.61,365.11,344.14,69.58,1.49,1.02,1.78,4.29
16.5,55.43,2,178.38,181.61,178.17,33.79,1.26,1.08,1.22,3.56
14.5,58.51,1,224.09,226.96,221.95,43.22,1.41,1.03,2.01,4.44
16.5,67.04,1,265.29,265.53,257.83,52.95,1.86,1.23,2.01,5.11
16.5,76.2,1,289.43,287.21,277.33,58.93,1.9,1.21,2.23,5.35
16.5,91.72,1,212.98,210.27,201.36,43.79,1.25,1.36,1.01,3.63
14.5,108.14,1,205.66,204.12,195.0,42.02,1.09,0.81,1.29,3.19
14.5,109.32,2,154.35,153.3,146.49,31.51,0.55,0.57,1.26,2.38
16.5,120.93,1,283.56,284.08,272.23,57.35,1.88,0.95,1.26,4.09
15.0,55.79,1,267.16,271.83,266.57,50.73,1.84,1.21,2.29,5.33
34.0,59.42,1,308.43,311.93,304.77,59.76,1.64,1.51,2.95,6.1
72.0,74.39,1,328.14,326.07,315.18,66.62,1.75,1.48,2.89,6.12
50.0,82.28,1,327.34,323.75,311.55,67.09,1.85,1.79,2.22,5.86
35.0,87.09,1,442.26,436.8,419.25,90.87,2.81,2.04,2.87,7.72
49.0,99.7,1,286.59,283.34,270.63,58.83,1.73,1.38,1.55,4.66
26.0,100.79,1,280.65,277.56,265.08,57.58,1.61,0.92,2.01,4.54
35.0,119.57,1,372.31,372.57,357.01,75.39,1.67,1.57,2.17,5.42
46.0,114.4,1,322.56,321.48,307.67,65.6,1.75,1.14,1.94,4.83
50.0,44.86,1,242.15,251.73,249.61,41.71,1.34,1.28,2.23,4.85
50.0,44.86,1,242.15,251.73,249.61,41.71,1.34,1.28,2.23,4.85
36.5,65.73,1,292.75,293.48,285.23,58.19,2.05,1.33,2.28,5.67
65.0,70.13,2,305.7,304.94,295.5,61.52,1.68,1.5,2.64,5.81
23.0,81.33,1,479.43,474.36,456.73,98.18,2.98,2.31,3.34,8.63
23.0,81.33,1,479.43,474.36,456.73,98.18,2.98,2.31,3.34,8.63
25.0,94.48,2,402.58,397.53,380.26,82.76,2.12,1.72,2.91,6.75
35.0,90.9,1,453.59,447.82,429.01,93.27,2.64,1.9,3.22,7.76
47.0,98.16,1,257.53,254.49,243.16,52.89,1.4,1.07,1.76,4.23
21.0,106.82,1,393.83,390.59,373.05,80.53,2.15,1.71,2.29,6.16
27.0,108.05,2,433.82,430.55,411.3,88.64,2.52,1.6,2.61,6.73
60.0,122.56,1,302.28,303.27,290.55,61.05,1.14,1.59,1.59,4.32
21.5,74.57,4,358.24,355.93,343.99,72.75,2.45,1.41,2.82,6.67
31.0,99.16,7,356.77,352.66,336.88,73.25,2.02,1.49,2.32,5.82
13.0,60.51,1,215.84,217.93,212.71,42.04,1.78,0.87,1.61,4.26
17.0,76.29,3,205.82,204.23,197.2,41.91,1.38,0.85,1.57,3.8
18.0,55.43,1,298.06,303.45,297.7,56.47,2.21,1.49,2.26,5.95
15.0,66.5,1,257.13,257.52,250.14,51.24,1.84,1.02,2.11,4.96
24.0,86.91,7,238.66,235.72,226.26,49.03,1.55,0.95,1.67,4.17
44.0,74.66,1,262.62,260.91,252.15,53.34,1.67,1.67,1.54,4.89
30.0,70.03,8,321.02,320.26,310.36,64.59,2.03,1.61,2.46,6.1
19.0,63.41,1,361.42,363.41,353.82,71.26,2.52,1.54,3.0,7.06
68.0,80.74,1,320.63,317.33,305.63,65.63,1.92,1.15,2.72,5.79
33.0,80.01,7,344.75,341.32,328.87,70.51,2.12,1.56,2.56,6.25
26.0,78.2,5,372.22,368.89,355.79,75.98,2.21,1.85,2.75,6.81
23.0,84.1,4,360.21,356.02,342.26,73.91,1.99,1.69,2.71,6.39
23.0,74.84,2,411.29,408.55,394.79,83.56,3.07,1.67,2.91,7.65
23.0,74.84,1,411.29,408.55,394.79,83.56,3.07,1.67,2.91,7.65
23.0,87.18,3,377.94,373.26,358.25,77.66,2.32,1.63,2.64,6.6
33.0,96.52,5,364.22,359.79,343.91,74.84,2.05,1.48,2.51,6.04
53.0,99.97,6,358.58,354.55,338.63,73.6,1.93,1.45,2.45,5.83
23.0,79.83,3,434.96,430.68,415.01,88.95,2.79,2.13,2.98,7.89
55.0,109.13,1,406.92,404.11,386.14,83.08,2.22,1.51,2.54,6.28
11.0,67.5,1,121.39,121.43,117.88,24.26,0.7,0.41,1.22,2.33
15.0,68.04,1,210.74,210.69,204.44,42.18,1.4,0.73,1.91,4.04
19.0,73.48,2,368.95,366.89,354.82,74.78,2.38,1.7,2.82,6.91
26.0,71.67,9,301.2,300.0,290.44,60.83,1.78,1.47,2.44,5.69
22.0,72.57,5,311.52,310.03,299.98,63.03,1.86,1.48,2.51,5.86
24.0,73.48,2,354.41,352.43,340.83,71.83,2.18,1.67,2.79,6.63
25.0,80.74,10,310.34,307.15,295.82,63.52,2.01,1.49,2.11,5.6
26.0,80.74,13,270.91,268.12,258.23,55.45,1.55,1.05,2.29,4.89
27.0,81.65,12,281.08,278.07,267.68,57.58,1.62,1.41,2.02,5.05
28.0,89.36,2,413.7,408.47,391.6,85.05,2.63,1.57,2.94,7.13
30.0,88.0,6,385.9,381.08,365.59,79.31,2.24,1.42,3.04,6.7
30.0,88.0,15,323.77,319.72,306.73,66.54,1.88,1.14,2.61,5.63
27.0,90.0,14,324.92,320.79,307.45,66.8,1.72,1.72,2.14,5.58
28.0,90.0,9,357.25,352.71,338.04,73.45,2.06,1.56,2.53,6.14
51.0,88.9,5,391.04,386.11,370.25,80.39,2.17,1.63,2.96,6.76
51.0,88.9,1,391.04,386.11,370.25,80.39,2.17,1.63,2.96,6.76
25.0,92.53,9,352.39,347.91,333.06,72.46,1.7,1.43,2.84,5.97
39.0,107.05,1,495.24,491.22,469.18,101.26,2.71,1.61,3.41,7.73
21.0,100.7,3,355.93,352.01,336.17,73.03,1.99,1.29,2.48,5.76
39.0,107.05,1,495.24,491.22,469.18,101.26,2.71,1.61,3.41,7.73
32.0,114.76,4,398.02,396.79,379.79,80.92,2.03,1.48,2.44,5.95
16.0,123.38,1,324.4,325.69,311.95,65.47,1.7,0.97,1.95,4.62
43.0,120.66,2,316.73,317.24,304.01,64.07,1.62,1.33,1.64,4.58
29.0,125.65,1,425.79,428.36,409.73,85.76,2.09,1.67,2.23,5.99
35.0,152.41,1,311.91,321.57,303.67,61.45,1.36,0.89,1.57,3.82
46.0,67.04,5,302.86,303.13,294.34,60.45,1.83,1.49,2.51,5.83
48.0,73.03,5,348.54,346.73,335.41,70.58,2.09,1.85,2.6,6.54
48.0,73.03,1,348.54,346.73,335.41,70.58,2.09,1.85,2.6,6.54
70.5,98.7,15,232.14,229.44,219.19,47.67,1.24,0.94,1.62,3.8
16.5,106.59,5,328.22,325.48,310.85,67.13,1.78,1.34,2.02,5.14
70.5,98.7,1,232.14,229.44,219.19,47.67,1.24,0.94,1.62,3.8
16.5,106.59,2,328.22,325.48,310.85,67.13,1.78,1.34,2.02,5.14
14.5,65.54,2,214.62,215.2,209.19,42.64,1.18,1.07,1.91,4.16
54.0,80.51,2,247.31,244.79,235.8,50.61,1.3,1.24,1.93,4.47
22.0,89.36,2,378.33,373.55,358.12,77.78,2.38,1.52,2.63,6.52
25.0,89.36,3,412.08,406.86,390.06,84.72,2.41,1.54,3.16,7.11
60.0,72.57,1,267.54,266.26,257.63,54.13,1.62,1.17,2.24,5.03
28.0,85.28,7,375.76,371.27,356.69,77.15,2.2,1.73,2.7,6.63
52.0,123.83,6,370.91,372.55,356.76,74.83,1.98,1.15,2.14,5.27
52.0,123.83,1,370.91,372.55,356.76,74.83,1.98,1.15,2.14,5.27
58.0,98.88,2,330.92,327.08,312.47,67.95,1.77,1.44,2.2,5.41
28.0,119.29,8,303.55,303.69,291.0,61.48,1.43,1.28,1.72,4.42
47.0,147.87,1,332.0,340.96,322.73,65.63,1.45,1.1,1.61,4.16
47.0,147.87,2,332.0,340.96,322.73,65.63,1.45,1.1,1.61,4.16
51.0,59.8,1,308.92,312.25,304.97,59.96,1.92,1.8,2.38,6.1
27.0,66.7,1,425.66,426.21,413.94,84.87,2.77,1.91,3.52,8.21
21.0,64.8,4,345.55,346.81,337.29,68.47,2.24,1.62,2.85,6.71
21.0,64.8,1,345.55,346.81,337.29,68.47,2.24,1.62,2.85,6.71
70.0,66.6,1,264.63,265.0,257.39,52.75,1.99,0.98,2.14,5.11
30.0,74.0,1,419.72,417.2,403.35,85.15,2.67,1.69,3.48,7.84
26.0,74.3,3,382.53,380.15,367.46,77.65,2.42,1.65,3.06,7.13
23.0,73.7,3,342.83,340.86,329.6,69.51,2.0,1.7,2.71,6.41
56.0,73.8,1,295.41,293.68,283.97,59.91,1.86,1.49,2.17,5.52
70.0,81.1,11,285.94,282.95,272.46,58.55,1.63,1.17,2.35,5.15
70.0,81.1,1,285.94,282.95,272.46,58.55,1.63,1.17,2.35,5.15
16.0,75.6,1,358.68,356.09,343.95,72.96,2.25,1.75,2.65,6.65
22.0,81.8,3,399.9,395.6,380.79,81.93,2.57,1.68,2.93,7.18
20.0,82.0,4,304.18,300.88,289.59,62.33,1.74,1.28,2.44,5.46
39.0,81.3,1,333.01,329.49,317.25,68.19,2.28,1.38,2.34,6.0
51.0,78.3,1,288.11,285.52,275.37,58.82,1.69,1.18,2.39,5.27
25.0,87.9,4,405.77,400.7,384.44,83.39,2.59,1.73,2.73,7.05
64.0,89.5,13,329.08,324.91,311.47,67.65,1.84,1.37,2.46,5.67
64.0,89.5,1,329.08,324.91,311.47,67.65,1.84,1.37,2.46,5.67
33.0,87.4,16,323.28,319.27,306.39,66.43,1.89,1.29,2.46,5.64
33.0,88.7,17,236.13,233.16,223.61,48.54,1.35,0.99,1.75,4.09
31.0,98.6,1,449.01,443.76,423.96,92.21,2.56,1.72,3.07,7.35
18.0,93.5,13,328.42,324.27,310.29,67.52,1.98,1.23,2.33,5.53
18.0,93.5,1,328.42,324.27,310.29,67.52,1.98,1.23,2.33,5.53
23.0,96.4,1,359.74,355.35,339.68,73.92,2.1,1.4,2.46,5.96
40.0,98.4,1,362.63,358.37,342.39,74.47,2.01,1.6,2.34,5.95
56.0,98.9,1,385.32,380.85,363.83,79.12,2.2,1.62,2.48,6.3
43.0,109.3,3,363.64,361.16,345.12,74.23,1.81,1.69,2.1,5.6
43.0,109.3,1,363.64,361.16,345.12,74.23,1.81,1.69,2.1,5.6
22.0,114.1,1,433.9,432.35,413.73,88.26,2.45,1.67,2.39,6.51
25.0,122.9,5,374.66,376.0,360.19,75.64,2.03,1.32,1.99,5.35
54.0,116.1,2,277.33,276.76,265.01,56.32,1.42,1.06,1.64,4.11
56.0,123.4,1,313.0,314.25,300.99,63.17,1.42,1.38,1.66,4.46
25.0,134.7,4,365.7,371.04,353.61,73.07,1.99,0.97,1.95,4.9
34.0,126.0,5,347.68,349.9,334.57,70.01,1.75,1.27,1.87,4.88
37.0,58.69,1,197.72,200.2,195.74,38.17,0.85,0.98,2.09,3.92
60.0,59.06,1,346.33,350.47,342.54,66.98,1.99,1.52,3.34,6.86
24.0,66.13,2,414.66,415.48,403.69,82.53,2.61,2.19,3.21,8.01
17.0,67.2,1,346.02,346.26,336.18,69.1,2.31,1.64,2.72,6.66
16.0,65.83,2,237.47,238.03,231.32,47.22,1.78,1.14,1.67,4.6
33.0,73.48,6,327.14,325.32,314.61,66.31,1.97,1.67,2.48,6.12
32.0,70.35,7,329.37,328.48,318.26,66.32,2.2,1.53,2.52,6.25
19.0,73.55,1,426.84,424.44,410.45,86.52,2.72,1.94,3.33,7.99
19.0,73.39,3,345.6,343.7,332.4,70.04,2.38,1.6,2.49,6.47
53.0,74.03,1,312.9,311.01,300.68,63.48,1.86,1.62,2.36,5.84
24.0,80.79,6,346.22,342.65,330.01,70.87,1.98,1.45,2.82,6.25
19.0,76.57,1,283.24,281.0,271.28,57.7,1.7,1.11,2.42,5.22
24.0,81.56,1,451.72,446.9,430.23,92.52,2.79,1.99,3.34,8.12
24.0,82.15,5,266.52,263.61,253.69,54.62,1.52,1.03,2.22,4.78
42.0,84.41,1,317.68,313.96,301.77,65.2,1.72,1.54,2.37,5.63
30.0,90.31,11,343.72,339.35,325.19,70.67,2.1,1.49,2.3,5.9
24.0,88.5,1,407.6,402.48,386.02,83.78,2.43,1.55,3.08,7.06
37.0,89.09,2,362.34,357.77,343.04,74.49,2.13,1.46,2.67,6.26
37.0,88.5,3,332.6,328.42,315.0,68.37,1.84,1.27,2.66,5.76
33.0,106.64,6,328.16,325.42,310.8,67.11,1.62,1.17,2.34,5.13
22.0,108.14,2,371.09,368.31,351.85,75.82,2.1,1.36,2.29,5.76
21.0,118.48,3,395.09,395.01,378.46,80.07,2.03,1.46,2.3,5.78
15.0,120.84,1,283.63,284.13,272.27,57.37,1.55,1.03,1.51,4.1
40.0,121.47,1,331.76,332.53,318.64,67.07,1.58,1.32,1.87,4.77
46.0,124.56,1,246.81,248.06,237.46,49.76,0.82,1.1,1.57,3.49
33.0,137.94,2,401.73,408.85,389.03,80.05,2.03,1.38,1.88,5.29
12.0,97.07,1,177.75,175.6,167.83,36.52,0.98,0.67,1.29,2.94
12.5,71.3,1,220.67,219.87,212.9,44.53,1.26,1.05,1.86,4.17
54.0,79.38,3,232.07,229.84,221.53,47.44,1.17,1.2,1.86,4.22
20.5,155.9,1,292.75,302.65,284.88,57.54,1.25,0.89,1.4,3.53
28.5,123.64,7,335.55,336.97,322.72,67.7,1.7,1.16,1.92,4.77
18.0,116.12,2,400.73,399.91,382.93,81.38,2.24,1.42,2.28,5.94
18.0,116.12,1,400.73,399.91,382.93,81.38,2.24,1.42,2.28,5.94
40.0,81.1,1,384.79,380.76,366.65,78.78,2.59,1.54,2.81,6.94
40.0,81.5,2,353.0,349.24,336.23,72.3,2.18,1.53,2.64,6.35
21.0,80.3,1,373.26,369.49,355.96,76.37,2.27,1.43,3.05,6.76
30.0,81.0,1,314.9,311.62,300.08,64.47,1.85,1.39,2.44,5.68
27.0,80.4,2,297.36,294.34,283.55,60.84,1.83,1.43,2.11,5.38
18.0,85.9,1,319.64,315.77,303.27,65.65,1.83,1.37,2.42,5.62
20.0,87.0,1,276.36,272.95,261.99,56.78,1.72,1.21,1.9,4.83
38.0,89.3,1,391.12,386.17,370.24,80.41,2.3,1.62,2.83,6.75
44.0,93.7,1,248.83,245.7,235.09,51.16,1.39,1.01,1.79,4.19
31.0,99.4,1,342.51,338.59,323.42,70.31,1.76,1.28,2.54,5.58
51.0,104.1,1,335.89,332.66,317.64,68.8,1.68,1.22,2.43,5.33
54.0,105.1,2,281.84,279.26,266.67,57.69,1.59,1.0,1.86,4.45
21.0,109.9,1,291.79,289.91,277.08,59.54,1.27,1.11,2.09,4.48
17.0,60.0,1,308.5,311.73,304.4,59.94,2.34,1.33,2.42,6.09
29.0,59.5,1,402.42,406.95,397.57,78.0,3.15,2.12,2.69,7.96
23.0,66.0,1,390.2,391.03,379.97,77.63,2.81,1.44,3.3,7.55
89.0,66.3,1,310.41,310.96,302.1,61.82,1.89,1.21,2.9,6.0
26.0,72.3,1,334.34,332.82,322.09,67.61,2.42,1.28,2.59,6.29
22.0,80.8,1,418.18,413.86,398.59,85.6,2.88,1.64,3.03,7.55
40.0,81.4,1,324.24,320.8,308.86,66.4,2.03,1.47,2.33,5.84
22.5,73.35,1,369.37,367.36,355.29,74.85,2.32,1.36,3.24,6.92
49.0,81.3,1,298.85,295.7,284.71,61.2,1.97,1.08,2.34,5.38
52.0,78.7,1,288.97,286.3,276.06,59.02,1.68,1.24,2.35,5.27
19.0,85.9,1,293.14,289.59,278.13,60.21,1.66,1.11,2.39,5.15
36.0,83.9,1,300.29,296.82,285.38,61.61,1.94,1.16,2.23,5.33
18.0,91.9,1,316.77,312.74,299.46,65.13,1.85,1.28,2.26,5.39
25.0,96.4,2,339.41,335.26,320.48,69.75,1.97,1.32,2.33,5.63
31.0,94.9,3,322.97,318.94,305.04,66.39,1.92,1.26,2.21,5.4
32.0,99.8,1,357.31,353.26,337.42,73.34,2.13,1.35,2.33,5.81
29.0,109.7,2,437.54,434.67,415.41,89.3,2.14,1.57,3.01,6.73
33.0,100.3,1,459.5,454.38,433.96,94.3,2.82,1.72,2.92,7.45
35.0,109.0,1,307.56,305.41,291.82,62.8,1.74,1.06,1.95,4.75
35.0,108.0,2,277.34,275.24,262.93,56.67,1.46,1.0,1.85,4.31
49.0,108.5,1,285.78,283.69,271.04,58.37,1.5,1.2,1.73,4.42
50.0,103.3,1,277.76,274.99,262.57,56.92,1.77,0.92,1.74,4.43
61.0,108.7,1,269.21,267.28,255.37,54.98,1.52,1.26,1.38,4.16
44.0,118.8,1,461.0,461.03,441.73,93.41,2.46,1.79,2.48,6.73
49.0,114.4,1,338.62,337.48,322.99,68.86,1.79,1.25,2.03,5.07
19.0,137.2,1,341.72,347.53,330.8,68.13,1.6,1.02,1.9,4.52
26.0,162.1,1,292.4,303.67,284.54,57.25,1.26,0.74,1.42,3.42
48.0,142.3,1,349.14,356.78,338.7,69.32,1.65,1.19,1.65,4.5
18.0,66.59,1,367.2,367.72,357.17,73.19,2.25,1.94,2.9,7.08
58.5,96.52,1,216.97,214.33,204.87,44.58,0.94,0.92,1.74,3.6
35.0,98.79,1,397.16,392.55,375.01,81.55,1.93,2.11,2.46,6.5
45.0,118.57,1,417.17,417.13,399.65,84.54,2.3,1.61,2.2,6.1
45.0,118.57,1,417.17,417.13,399.65,84.54,2.3,1.61,2.2,6.1
31.0,80.42,3,311.06,307.91,296.61,63.65,1.71,1.59,2.33,5.63
11.0,59.87,1,224.07,226.46,221.17,43.51,1.63,0.88,1.92,4.43
22.0,58.6,1,290.08,293.76,287.24,55.97,2.0,1.19,2.56,5.75
22.0,58.6,1,290.08,293.76,287.24,55.97,2.0,1.19,2.56,5.75
22.0,58.6,2,290.08,293.76,287.24,55.97,2.0,1.19,2.56,5.75
11.0,60.24,1,258.7,261.31,255.11,50.32,1.83,1.0,2.28,5.1
16.0,71.76,1,306.48,305.24,295.49,61.91,2.09,1.57,2.13,5.78
16.0,71.76,1,306.48,305.24,295.49,61.91,2.09,1.57,2.13,5.78
54.0,81.47,1,356.49,352.7,339.56,73.01,1.81,1.63,2.98,6.41
54.0,81.47,1,356.49,352.7,339.56,73.01,1.81,1.63,2.98,6.41
21.0,79.47,2,174.8,173.11,166.85,35.73,1.04,0.94,1.2,3.18
13.0,86.18,1,229.48,226.68,217.68,47.14,1.59,0.93,1.51,4.03
13.0,86.18,1,229.48,226.68,217.68,47.14,1.59,0.93,1.51,4.03
57.0,95.8,1,313.71,309.85,296.25,64.48,1.91,1.36,1.96,5.22
57.0,95.8,1,313.71,309.85,296.25,64.48,1.91,1.36,1.96,5.22
33.0,120.47,1,431.6,432.24,414.2,87.33,2.3,1.29,2.66,6.25
33.0,120.47,1,431.6,432.24,414.2,87.33,2.3,1.29,2.66,6.25
16.0,111.86,2,257.51,256.18,244.98,52.47,1.43,0.92,1.56,3.91
16.0,111.86,1,257.51,256.18,244.98,52.47,1.43,0.92,1.56,3.91
14.0,74.6,1,185.37,184.17,177.99,37.65,1.24,0.7,1.51,3.45
14.0,84.4,1,173.9,171.86,165.19,35.69,1.13,0.62,1.33,3.08
69.0,90.0,1,229.54,226.63,217.2,47.19,1.03,0.89,2.03,3.94
53.0,91.4,1,247.03,243.89,233.59,50.8,1.48,1.01,1.72,4.21
23.0,59.9,1,338.08,341.67,333.68,65.66,2.25,1.5,2.92,6.68
19.0,82.2,1,417.46,412.9,397.35,85.55,2.68,1.46,3.35,7.48
61.0,95.3,1,322.34,318.34,304.41,66.25,1.99,1.23,2.15,5.38
26.0,91.4,4,317.62,313.57,300.33,65.31,1.86,1.37,2.19,5.42
33.0,87.2,2,333.53,329.41,316.15,68.53,1.81,1.4,2.61,5.82
31.0,86.4,1,472.53,466.76,448.16,97.07,2.81,1.97,3.51,8.28
22.0,93.6,1,442.42,436.84,418.0,90.96,2.75,1.55,3.15,7.45
23.0,66.4,1,399.77,400.43,388.99,79.64,2.82,1.39,3.5,7.72
22.0,98.3,2,398.76,394.07,376.51,81.9,2.49,1.09,2.96,6.54
36.0,67.2,1,409.82,410.1,398.16,81.84,2.83,1.79,3.27,7.89
31.0,93.0,2,394.48,389.48,372.77,81.11,2.26,1.59,2.82,6.67
26.0,79.9,1,382.98,379.2,365.39,78.33,2.41,1.53,3.0,6.95
21.0,95.6,3,376.82,372.16,355.85,77.45,2.2,1.41,2.67,6.28
27.0,73.4,1,374.67,372.6,360.36,75.93,2.42,1.63,2.96,7.02
26.0,98.8,1,413.03,408.23,389.99,84.81,2.53,1.67,2.56,6.76
22.0,58.2,2,339.81,344.34,336.84,65.42,2.53,1.29,2.92,6.74
24.0,97.9,4,357.24,353.0,337.3,73.38,1.97,1.43,2.48,5.87
44.0,87.9,1,391.04,386.16,370.48,80.37,2.47,1.73,2.59,6.8
27.0,124.1,1,336.57,338.13,323.76,67.88,1.55,1.21,2.01,4.77
39.0,127.8,1,341.94,344.68,329.57,68.74,1.64,1.15,1.96,4.75
23.0,75.0,1,351.54,349.15,337.37,71.44,2.33,1.57,2.63,6.53
32.0,72.2,3,312.58,311.19,301.17,63.2,2.04,1.28,2.56,5.89
33.0,97.8,3,358.96,354.69,338.92,73.73,2.17,1.48,2.25,5.9
26.0,89.0,3,321.89,317.83,304.75,66.17,2.08,1.18,2.3,5.56
63.0,82.1,1,307.37,304.02,292.59,62.98,1.61,1.52,2.38,5.51
37.0,100.8,1,329.71,326.09,311.41,67.65,2.03,1.17,2.13,5.33
23.0,74.8,2,309.02,306.97,296.64,62.78,2.04,1.27,2.44,5.75
24.0,98.4,5,351.78,347.65,332.15,72.24,2.13,1.47,2.16,5.77
29.0,138.6,1,287.15,292.42,278.15,57.19,1.37,0.87,1.53,3.77
27.0,73.6,2,315.9,314.11,303.75,64.04,2.24,1.49,2.17,5.91
30.0,104.6,1,286.91,284.22,271.4,58.75,1.67,1.1,1.77,4.54
61.0,77.4,2,239.16,237.14,228.82,48.77,1.55,0.84,2.0,4.39
70.0,81.3,1,189.56,187.56,180.59,38.82,1.05,0.77,1.6,3.41
60.0,87.77,1,212.86,210.21,201.69,43.75,1.2,0.88,1.62,3.7
50.0,73.48,1,314.42,312.67,302.38,63.73,2.01,1.39,2.48,5.89
20.0,73.03,1,377.74,375.78,363.51,76.5,2.67,1.78,2.64,7.09
39.0,86.64,1,301.7,298.0,286.09,61.98,1.67,1.5,2.11,5.28
20.0,81.42,1,348.08,344.39,331.57,71.29,2.15,1.41,2.7,6.26
28.0,99.34,3,354.94,350.87,335.16,72.87,2.01,1.51,2.26,5.79
32.0,107.27,1,345.35,342.58,327.23,70.6,1.84,1.28,2.26,5.38
31.0,95.93,2,379.36,374.69,358.23,77.96,2.14,1.72,2.45,6.31
28.0,98.43,1,424.56,419.58,400.87,87.19,2.54,1.78,2.64,6.96
14.0,61.69,1,183.63,185.08,180.46,35.95,1.34,0.57,1.7,3.61
16.0,115.35,1,264.87,264.16,252.89,53.82,1.52,0.82,1.6,3.94
16.0,59.87,1,333.99,337.55,329.66,64.85,2.3,1.42,2.88,6.6
64.0,67.27,1,272.36,272.53,264.58,54.4,1.56,1.3,2.38,5.24
19.0,73.07,1,310.11,308.49,298.41,62.81,1.95,1.57,2.29,5.82
26.0,81.24,1,389.87,385.77,371.44,79.83,2.25,1.82,2.96,7.02
19.0,97.3,1,397.16,392.39,375.0,81.59,2.16,1.57,2.83,6.55
18.5,97.98,4,195.63,193.32,184.71,40.18,1.12,0.87,1.22,3.21
43.5,93.98,1,368.45,363.81,348.07,75.75,2.05,1.62,2.52,6.19
23.5,98.93,1,397.33,392.73,375.17,81.58,2.05,1.59,2.86,6.49
18.5,107.0,1,317.25,314.67,300.55,64.87,1.59,1.24,2.13,4.95
63.0,109.45,1,296.69,294.7,281.62,60.56,1.69,0.87,2.01,4.57
32.5,102.56,1,403.42,399.27,381.25,82.7,2.34,1.46,2.66,6.46
